- K - - 9.1 YL '{"offset": -1}'
- K - - 9.9 YL '{"offset": 1}'
- K 43.425895 -71.592270 17.09 CLF '{"start": 0, "end": 1, "name": "Gas Plant"}' *
- K 43.330663 -71.610361 9.82 CLT '{"start": 0, "end": -1, "name": "Canterbury North"}' *
- K 43.331051 -71.610779 9.85 CLT '{"start": 0, "end": -2, "name": "East Siding"}' *
- K 43.438297 -71.593827 17.93 CLT '{"start": -1, "end": -1, "name": "Siding"}' *
- K 43.438866 -71.593963 17.98 CLT '{"start": 0, "end": -1, "name": "Northfield North"}' *
- K 43.328956 -71.608199 9.66 CRF '{"start": 0,"end": -1, "name": "Canterbury South"}' *
- K 43.433755 -71.593165 17.62 CRF '{"start": 0,"end": -1, "name": "Northfield South"}' *
- K 43.441487 -71.593999 18.19 CRF '{"start": 0,"end": -1, "name": "Caboose Village"}' *
- K 43.441698 -71.593922 18.21 CRF '{"start": -1,"end": -1, "name": "Team Track"}' *
- K 43.459199 -71.553914 20.60 CRF '{"start": 0, "end": -1, "name": "3M"}' *
- K 43.331330 -71.611074 9.88 CRT '{"start": 0,"end": 1, "name": "West Siding"}' *
- K 43.442991 -71.592491 18.30 CRT '{"start": 0,"end": 1, "name": "River Track"}' *
- K - - 18.29 ST '{"offset": 1, "end": 18.23}' *
- K - - 18.20 ST '{"offset": -1, "end": 18.32}' *
- K - - 18.22 ST '{"offset": -2, "end": 18.27}' *
- K 43.471432 -71.538962 21.77 CLF '{"start": 0, "end": 1, "name": "Lockmere South"}' *
- K - - 21.78 ST '{"offset": 1, "end": 21.88}' *
- K 43.472487 -71.537152 21.89 CRT '{"start": 0,"end": 1, "name": "Lockmere North"}' *
- K 43.219356 -71.534359 1 MP '{"name": "C1"}' *
- K 43.232217 -71.537783 2 MP '{"name": "C2"}' *
- K 43.245617 -71.544750 3 MP '{"name": "C3"}' *
- K 43.262367 -71.553283 4 MP '{"name": "C4"}' *
- K 43.272233 -71.562583 5 MP '{"name": "C5"}' *
- K 43.285476 -71.570758 6 MP '{"name": "C6"}' *
- K 43.297250 -71.579483 7 MP '{"name": "C7"}' *
- K 43.311250 -71.587583 8 MP '{"name": "C8"}' *
- K 43.322417 -71.599050 9 MP '{"name": "C9"}' *
- K 43.332700 -71.612483 10 MP '{"name": "C10"}' *
- K 43.345083 -71.616467 11 MP '{"name": "C11"}' *
- K 43.359050 -71.614733 12 MP '{"name": "C12"}' *
- K 43.372800 -71.618317 13 MP '{"name": "C13"}' *
- K 43.386517 -71.611167 14 MP '{"name": "C14"}' *
- K 43.398017 -71.600517 15 MP '{"name": "C15"}' *
- K 43.412333 -71.595950 16 MP '{"name": "C16"}' *
- K 43.425100 -71.592217 17 MP '{"name": "C17"}' *
- K 43.439100 -71.593933 18 MP '{"name": "C18"}' *
- K - - 19 MP '{"name": "C19"}' *
- K - - 19.99 MP '{"name": "C19.99"}' *
- K 43.462532 -71.547783 21 MP '{"name": "C21"}' *
- K 43.517296 -71.496011 26 MP '{"name": "C26"}' *
- K 43.521573 -71.477162 27 MP '{"name": "C27"}' *
- K 43.714547 -71.658927 48 MP '{"name": "C48"}' *
- K 43.726672 -71.668801 49 MP '{"name": "C49"}' *
- K 43.225599 -71.536875 1.53 O '{"name": "Wannatunnams Brook"}' *
- K 43.470296 -71.540863 21.65 O '{"name": "Winding Hill Brook"}' *
- K 43.463947 -71.546619 21.12 O '{"name": "Brook"}' *
- K 43.226146 -71.537068 1.54 O '{"name": "Brochu Nursery (RR Over; 845414L)"}' *
