#Type,Latitude,Longitude,Mileage,Description,
#Magic Number between Boston and Sanbornville Mileage is 97.70
- K - - 0 MP '{"name": "W0", "alt_name": "S12", "survey": "0+0"}' *
- K - - 0.98 E *
- K 43.563478 -71.041782 1 MP '{"name": "W1", "alt_name": "S11", "survey": "53+44.8"}' *
- K 43.573819 -71.055427 2 MP '{"name": "W2", "alt_name": "S10", "survey": "106+16.0"}' *
- K 43.585201 -71.067623 3 MP '{"name": "W3", "alt_name": "S9", "survey": "159+0"}' *
- K 43.597058 -71.078355 4 MP '{"name": "W4", "alt_name": "S8", "survey": "211+47"}' *
- K 43.606853 -71.092933 5 MP '{"name": "W5", "alt_name": "S7", "survey": "264+09"}' *
- K 43.610742 -71.111327 6 MP '{"name": "W6", "alt_name": "S6", "survey": "316+77.7"}' *
- K 43.616032 -71.129243 7 MP '{"name": "W7", "alt_name": "S5", "survey": "369+42.0"}' *
- K 43.617841 -71.14875 8 MP '{"name": "W8", "alt_name": "S4", "survey": "422+05.1"}' *
- K 43.615957 -71.168217 9 MP '{"name": "W9", "alt_name": "S3", "survey": "474+71"}' *
- K - - 10 MP '{"name": "W10", "alt_name": "S2", "survey": "527+37"}' *
- K - - 11 MP '{"name": "W11", "alt_name": "S1", "survey": "580+04"}' *
- K 43.583773 -71.212857 12 MP '{"name": "W12", "alt_name": "S0", "survey": "632+75.3"}' *
- K - - 0 S '{"name": "Sanbornville", "offset": 0}' *
- K - - 0.97 S '{"name": "Wakefield", "offset": 0}' *
- K 43.563042 -71.041276 0.98 X '{"name": "White Mountain (845297T)"}' *
- K 43.566942 -71.04681 1.18 TL '{"name": "Wakefield/Brookfield"}' *
- K - - 2.04 S '{"name": "Brookfield", "offset": 0}' *
- K 43.574309 -71.056023 2.05 X '{"name": "Clark Rd (845298A)"}' *
- K 43.574773 -71.05647 2.09 O '{"name": "Pike Brook (99.79)"}' *
- K 43.606223 -71.091933 4.94 TL '{"name": "Brookfield/Wolfeboro"}' *
- K 43.61031 -71.108749 5.85 X '{"name": "Cotton Valley Rd (845299G)"}' *
- K - - 5.85 CLF '{"start": 0, "end": 1}' *
- K - - 5.99 CRT '{"start": 0, "end": 1}' *
- K - - 5.87 ST '{"end": 5.98, "offset": 1}' *
- K 43.610288 -71.10906 5.88 S '{"name": "Cotton Valley", "offset": 0}' *
- K 43.611744 -71.112957 6.21 X '{"name": ""}' *
- K 43.615582 -71.123064 6.69 O '{"name": "Frost Brook"}' *
- K 43.61597 -71.126754 6.80 O '{"name": "Frost Brook (104.50)"}' *
- K 43.61655 -71.128761 6.96 X '{"name": "Bryant Rd (845300Y)"}' *
- K 43.617788 -71.140895 7.58 O '{"name": "Clay Pit Brook (105.28)"}' *
- K 43.617966 -71.149306 8.02 X '{"name": "Tennis Ct Ln"}' *
- K - - 8.46 O *
- K 43.617364 -71.162353 8.66 O '{"name": "Wiley Brook (106.36)"}' *
- K 43.616980 -71.165440 8.81 O *
- K 43.616956 -71.165517 8.85 CLF '{"name": "(106.83)", "start": 0, "end": 1}' *
- K 43.616866 -71.165784 8.86 CLF '{"name": "", "start": 1, "end": 1}' *
- K - - 8.86 ST '{"end": 8.89, "offset": 1}' *
- K - - 8.87 ST '{"end": 8.89, "offset": 2}' *
- K 43.616668 -71.166426 8.89 S '{"offset": -1, "name": "Fernald"}' *
- K 43.616528 -71.166909 8.92 X '{"name": "Gov Wentworth (845301F)"}' *
- K 43.613834 -71.171381 9.19 O '{"name": "Fernald Brook (106.89)"}' *
- K 43.61148 -71.174727 9.42 X '{"name": "Kenney Shore Rd (845302M)"}' *
- K 43.608381 -71.179363 9.72 X '{"name": "S Hodge Shore Rd (845303U)"}' *
- K 43.606077 -71.183311 10.01 O '{"name": "Hersey Brook (107.71)"}' *
- K 43.606625 -71.182394 10.09 X '{"name": "Hersey Point Rd (845304B)"}' *
- K 43.605429 -71.184325 10.18 X '{"name": "Albee Beach Rd (845305H)"}' *
- K 43.603556 -71.187206 10.27 O '{"name": "Harvey Brook (107.97)"}' *
- K 43.603933 -71.186632 10.30 X '{"name": "Moose Point Rd (845306P)"}' *
- K 43.602675 -71.188424 10.42 X '{"name": "Sandbox Dr (845307W)"}' *
- K - - 10.66 S '{"name": "Lake Wentworth", "offset": 0}' *
- K 43.597409 -71.195434 10.88 X '{"name": "Whitten Neck Rd (845308D)"}' *
- K - - 11.17 X '{"name": "(845309K)"}' *
- K 43.593392 -71.200885 11.23 X '{"name": "Silver St/Mast Landing (845310E)"}' *
- K 43.590703 -71.203545 11.49 X '{"name": "River St (845311L)"}' *
- K - - 11.60 E *
- K - - 11.60 S '{"offset": 1, "name": "Wolfeboro Falls"}' *
- K 43.590427 -71.205971 11.60 X '{"name": "Center St (845312T)"}' *
- K 43.589596 -71.206894 11.70 X '{"name": "Willow St (845313A)"}' *
- K 43.586961 -71.211945 11.96 X '{"name": "Railroad Ave"}' *
- K 43.585632 -71.212849 11.98 S '{"offset": 1, "name": "Wolfeboro"}' *
- K 43.584492 -71.212873 11.99 X '{"name": "S Main St"}' *
- K - - 12.10 S '{"name": "Wolfeboro Lake", "offset": 0}' * 
- K 43.617688 -71.156015 8.35 S '{"offset": 0, "name": "Ice House"}' *
